<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
4/9/2026,03:15:00,6798.75,6800.50,6793.25,6793.75,5068
4/9/2026,03:30:00,6793.50,6796.75,6792.50,6793.75,4945
4/9/2026,03:45:00,6793.50,6801.25,6793.50,6801.00,4752
4/9/2026,04:00:00,6801.00,6802.00,6794.25,6795.25,3826
4/9/2026,04:15:00,6795.25,6800.25,6792.50,6799.75,4787
4/9/2026,04:30:00,6799.75,6802.50,6798.75,6802.00,3276
4/9/2026,04:45:00,6801.75,6802.25,6798.25,6799.75,2379
4/9/2026,05:00:00,6799.75,6802.50,6798.75,6801.75,1966
4/9/2026,05:15:00,6802.00,6804.00,6800.00,6801.25,3864
4/9/2026,05:30:00,6801.25,6803.75,6798.50,6802.00,4514
4/9/2026,05:45:00,6802.25,6803.75,6798.75,6802.50,3141
4/9/2026,06:00:00,6802.25,6804.50,6794.75,6795.50,5928
4/9/2026,06:15:00,6795.50,6799.75,6794.25,6796.75,5670
4/9/2026,06:30:00,6796.75,6798.25,6794.50,6795.50,4833
4/9/2026,06:45:00,6795.75,6806.50,6795.50,6805.00,8754
4/9/2026,07:00:00,6804.75,6807.75,6802.75,6805.50,6597
4/9/2026,07:15:00,6805.50,6809.75,6805.00,6806.25,6667
4/9/2026,07:30:00,6806.25,6808.75,6804.50,6806.25,5676
4/9/2026,07:45:00,6807.00,6813.00,6800.75,6807.00,13795
4/9/2026,08:00:00,6807.00,6810.25,6803.75,6806.75,8472
4/9/2026,08:15:00,6807.00,6808.75,6804.25,6807.75,9180
4/9/2026,08:30:00,6808.00,6813.00,6805.25,6812.75,10480
4/9/2026,08:45:00,6812.75,6821.75,6808.75,6819.25,63783
4/9/2026,09:00:00,6819.25,6821.00,6810.25,6816.75,54135
4/9/2026,09:15:00,6816.75,6821.50,6811.00,6811.75,46828
4/9/2026,09:30:00,6811.50,6812.00,6803.00,6807.00,54048
4/9/2026,09:45:00,6806.75,6810.00,6801.50,6806.25,41181
4/9/2026,10:00:00,6806.25,6819.00,6806.00,6816.75,46659
4/9/2026,10:15:00,6817.00,6822.25,6809.50,6820.50,40931
4/9/2026,10:30:00,6820.75,6829.50,6820.50,6823.25,47666
4/9/2026,10:45:00,6823.25,6845.00,6821.25,6838.50,97961
4/9/2026,11:00:00,6838.75,6853.25,6835.00,6852.50,49266
4/9/2026,11:15:00,6852.25,6872.00,6852.00,6859.25,62968
4/9/2026,11:30:00,6859.50,6868.50,6858.75,6863.00,33336
4/9/2026,11:45:00,6863.25,6864.25,6854.50,6857.75,27790
4/9/2026,12:00:00,6857.50,6865.25,6853.75,6863.00,29377
4/9/2026,12:15:00,6862.75,6871.50,6861.50,6868.50,25648
4/9/2026,12:30:00,6868.50,6874.75,6867.00,6867.00,26176
4/9/2026,12:45:00,6867.25,6876.00,6860.50,6870.50,36286
4/9/2026,13:00:00,6870.75,6873.75,6867.50,6869.75,16103
4/9/2026,13:15:00,6869.75,6870.50,6850.75,6857.00,56191
4/9/2026,13:30:00,6857.25,6860.00,6849.75,6852.75,30919
4/9/2026,13:45:00,6852.50,6858.25,6848.50,6853.75,30221
4/9/2026,14:00:00,6853.75,6857.50,6851.75,6855.50,18026
4/9/2026,14:15:00,6855.50,6866.75,6853.50,6864.50,28256
4/9/2026,14:30:00,6864.25,6866.25,6860.00,6863.25,23305
4/9/2026,14:45:00,6863.00,6871.25,6862.75,6868.00,29703
4/9/2026,15:00:00,6867.75,6870.75,6861.50,6862.00,44919
4/9/2026,15:15:00,6862.00,6863.50,6856.25,6859.25,18422
4/9/2026,15:30:00,6859.50,6860.50,6857.00,6859.75,5056
4/9/2026,15:45:00,6860.00,6863.50,6859.50,6862.50,4605
4/9/2026,16:00:00,6862.75,6863.00,6857.75,6860.50,4644
4/9/2026,17:15:00,6860.00,6862.50,6856.00,6861.50,4149
4/9/2026,17:30:00,6862.00,6862.50,6855.50,6855.75,3715
4/9/2026,17:45:00,6856.00,6859.50,6855.25,6857.50,4149
4/9/2026,18:00:00,6857.50,6858.00,6853.00,6853.75,6362
4/9/2026,18:15:00,6854.00,6854.75,6851.00,6854.75,3488
4/9/2026,18:30:00,6854.50,6855.25,6853.25,6854.00,1626
4/9/2026,18:45:00,6854.00,6855.25,6853.00,6854.00,1740
4/9/2026,19:00:00,6854.25,6858.75,6853.75,6856.00,3659
4/9/2026,19:15:00,6856.00,6856.25,6852.00,6854.50,3777
4/9/2026,19:30:00,6854.25,6858.50,6853.00,6858.25,2400
4/9/2026,19:45:00,6858.00,6861.25,6857.00,6859.50,3241
4/9/2026,20:00:00,6859.25,6865.50,6858.25,6864.00,4380
4/9/2026,20:15:00,6864.00,6864.50,6860.75,6862.00,2802
4/9/2026,20:30:00,6861.75,6866.00,6861.00,6865.75,2503
4/9/2026,20:45:00,6865.50,6869.00,6864.50,6868.50,4053
4/9/2026,21:00:00,6868.25,6868.75,6865.25,6866.25,1908
4/9/2026,21:15:00,6866.25,6867.00,6862.50,6863.00,2756
4/9/2026,21:30:00,6863.25,6863.50,6859.75,6861.50,2809
4/9/2026,21:45:00,6861.50,6864.00,6861.00,6863.00,1614
4/9/2026,22:00:00,6863.25,6864.00,6862.50,6863.00,741
4/9/2026,22:15:00,6863.25,6865.75,6863.00,6865.50,1480
4/9/2026,22:30:00,6865.50,6865.75,6862.50,6862.50,1259
4/9/2026,22:45:00,6862.50,6868.50,6862.50,6866.25,2330
4/9/2026,23:00:00,6866.50,6867.75,6865.75,6866.50,1133
4/9/2026,23:15:00,6866.75,6867.00,6863.75,6864.50,1084
4/9/2026,23:30:00,6864.75,6865.75,6863.75,6864.50,817
4/9/2026,23:45:00,6864.50,6865.25,6861.50,6863.25,1467
4/10/2026,00:00:00,6862.75,6863.75,6862.00,6862.50,991
4/10/2026,00:15:00,6862.75,6866.00,6862.50,6864.25,1351
4/10/2026,00:30:00,6864.00,6865.50,6862.75,6862.75,1244
4/10/2026,00:45:00,6863.00,6865.25,6862.25,6863.50,1485
4/10/2026,01:00:00,6863.50,6864.50,6861.25,6862.00,1427
4/10/2026,01:15:00,6862.00,6862.75,6858.25,6858.50,2515
4/10/2026,01:30:00,6858.75,6859.00,6856.75,6857.75,2448
4/10/2026,01:45:00,6857.75,6858.75,6854.25,6856.25,2285
4/10/2026,02:00:00,6856.50,6857.75,6854.25,6856.75,1854
4/10/2026,02:15:00,6856.50,6859.50,6856.00,6857.25,2934
4/10/2026,02:30:00,6857.25,6860.75,6855.00,6860.75,2477
4/10/2026,02:45:00,6861.00,6863.00,6859.00,6860.00,2576
4/10/2026,03:00:00,6860.00,6864.00,6858.25,6861.75,2995
4/10/2026,03:15:00,6861.75,6862.00,6854.50,6855.25,3654
4/10/2026,03:30:00,6855.75,6858.25,6853.25,6857.25,2908
4/10/2026,03:45:00,6857.25,6859.25,6856.25,6857.75,2023
4/10/2026,04:00:00,6858.00,6858.25,6850.50,6851.50,4327
4/10/2026,04:15:00,6851.50,6855.00,6851.50,6853.00,2536
4/10/2026,04:30:00,6853.00,6867.00,6852.50,6859.25,15767
4/10/2026,04:45:00,6859.00,6859.75,6854.25,6859.00,3790
4/10/2026,05:00:00,6859.00,6863.75,6858.25,6862.75,4150
4/10/2026,05:15:00,6862.75,6864.25,6857.75,6858.50,2820
4/10/2026,05:30:00,6858.50,6866.75,6858.25,6864.50,3409
4/10/2026,05:45:00,6864.75,6865.75,6861.75,6864.00,3087
4/10/2026,06:00:00,6864.00,6866.75,6863.50,6864.25,3009
4/10/2026,06:15:00,6864.50,6869.00,6864.25,6866.50,3988
4/10/2026,06:30:00,6866.50,6870.50,6866.00,6868.50,3520
4/10/2026,06:45:00,6868.75,6871.00,6865.50,6866.50,3853
4/10/2026,07:00:00,6866.25,6868.25,6862.25,6864.50,4648
4/10/2026,07:15:00,6864.25,6866.75,6862.50,6866.00,4561
4/10/2026,07:30:00,6866.00,6889.75,6864.75,6876.75,9458
4/10/2026,07:45:00,6876.75,6890.00,6869.50,6872.75,13154
4/10/2026,08:00:00,6873.00,6874.75,6870.00,6871.50,6578
4/10/2026,08:15:00,6871.25,6875.25,6869.00,6874.25,9787
4/10/2026,08:30:00,6874.50,6875.00,6870.75,6875.00,9627
4/10/2026,08:45:00,6875.00,6881.50,6866.75,6870.50,67680
4/10/2026,09:00:00,6870.75,6872.00,6863.75,6870.25,41532
4/10/2026,09:15:00,6869.75,6875.25,6862.50,6874.50,53818
4/10/2026,09:30:00,6874.50,6878.00,6871.50,6877.50,38026
4/10/2026,09:45:00,6877.75,6882.00,6866.25,6871.00,63997
4/10/2026,10:00:00,6871.25,6877.50,6868.50,6876.00,40515
4/10/2026,10:15:00,6876.00,6879.75,6871.25,6878.75,29921
4/10/2026,10:30:00,6878.50,6883.00,6873.75,6874.75,38683
4/10/2026,10:45:00,6874.75,6877.00,6862.75,6867.00,55814
4/10/2026,11:00:00,6866.75,6869.50,6853.50,6856.50,50883
4/10/2026,11:15:00,6856.75,6863.25,6853.25,6861.25,40755
4/10/2026,11:30:00,6861.50,6863.25,6856.00,6857.00,26408
4/10/2026,11:45:00,6857.00,6859.50,6846.75,6849.00,36654
4/10/2026,12:00:00,6848.75,6859.00,6848.25,6856.75,36153
4/10/2026,12:15:00,6857.00,6857.00,6848.00,6853.25,28366
4/10/2026,12:30:00,6853.00,6854.50,6847.75,6848.50,20274
4/10/2026,12:45:00,6848.25,6854.75,6846.25,6853.75,26059
4/10/2026,13:00:00,6853.75,6857.50,6853.00,6856.75,20786
4/10/2026,13:15:00,6857.00,6857.00,6850.75,6854.00,22929
4/10/2026,13:30:00,6853.75,6859.50,6853.75,6856.25,24448
4/10/2026,13:45:00,6856.50,6857.00,6850.75,6853.00,20909
4/10/2026,14:00:00,6853.00,6856.25,6852.25,6855.50,12525
4/10/2026,14:15:00,6855.75,6862.25,6855.00,6862.00,22833
4/10/2026,14:30:00,6862.00,6862.00,6856.50,6858.75,19145
4/10/2026,14:45:00,6858.75,6858.75,6849.25,6853.25,24909
4/10/2026,15:00:00,6853.00,6858.00,6848.75,6855.50,47370
4/10/2026,15:15:00,6855.75,6857.25,6851.25,6856.00,15850
4/10/2026,15:30:00,6856.00,6860.25,6855.75,6858.75,6143
4/10/2026,15:45:00,6858.50,6861.25,6858.25,6861.00,4523
4/10/2026,16:00:00,6860.75,6864.50,6859.25,6863.75,5002
4/12/2026,17:15:00,6793.50,6794.75,6771.00,6785.25,30260
4/12/2026,17:30:00,6785.00,6785.50,6768.50,6771.25,17405
4/12/2026,17:45:00,6771.50,6778.25,6767.25,6775.25,14341
4/12/2026,18:00:00,6775.50,6779.00,6774.25,6778.50,6205
4/12/2026,18:15:00,6778.25,6778.50,6773.75,6776.25,5284
4/12/2026,18:30:00,6776.25,6777.25,6773.50,6776.50,3339
4/12/2026,18:45:00,6776.50,6776.50,6772.25,6774.50,2758
4/12/2026,19:00:00,6774.25,6785.00,6772.50,6784.25,9352
4/12/2026,19:15:00,6784.50,6788.50,6777.25,6788.00,11509
4/12/2026,19:30:00,6788.00,6790.00,6786.50,6787.50,8380
4/12/2026,19:45:00,6787.75,6793.00,6786.25,6791.75,5676
4/12/2026,20:00:00,6791.50,6800.50,6791.25,6800.25,7901
4/12/2026,20:15:00,6800.50,6807.75,6800.50,6805.00,11205
4/12/2026,20:30:00,6805.25,6805.50,6802.50,6804.50,4696
4/12/2026,20:45:00,6804.00,6807.25,6799.75,6801.25,6202
4/12/2026,21:00:00,6801.00,6806.50,6800.25,6804.75,4640
4/12/2026,21:15:00,6805.00,6805.50,6800.75,6801.50,3527
4/12/2026,21:30:00,6801.25,6803.75,6800.75,6802.50,2302
4/12/2026,21:45:00,6802.50,6804.00,6801.50,6803.50,1516
4/12/2026,22:00:00,6803.50,6806.25,6802.25,6805.25,2127
4/12/2026,22:15:00,6805.75,6807.00,6801.50,6802.00,3194
4/12/2026,22:30:00,6801.75,6805.25,6801.50,6804.50,2130
4/12/2026,22:45:00,6804.25,6804.50,6801.50,6803.50,2052
4/12/2026,23:00:00,6803.50,6803.75,6801.00,6801.75,1841
4/12/2026,23:15:00,6801.50,6803.00,6799.50,6802.25,2653
4/12/2026,23:30:00,6802.50,6805.50,6802.00,6804.50,2210
4/12/2026,23:45:00,6804.75,6805.75,6803.50,6804.25,1461
4/13/2026,00:00:00,6804.25,6810.75,6803.50,6807.50,3789
4/13/2026,00:15:00,6807.50,6808.50,6804.75,6805.50,2212
4/13/2026,00:30:00,6805.75,6809.75,6803.50,6807.75,2481
4/13/2026,00:45:00,6807.75,6808.00,6805.00,6806.25,2649
4/13/2026,01:00:00,6806.50,6809.75,6806.25,6808.50,1963
4/13/2026,01:15:00,6808.50,6812.25,6808.50,6810.75,3163
4/13/2026,01:30:00,6810.75,6817.00,6810.75,6814.75,4306
4/13/2026,01:45:00,6815.00,6815.75,6812.00,6812.75,2148
4/13/2026,02:00:00,6812.50,6814.50,6812.00,6814.50,1758
4/13/2026,02:15:00,6814.50,6817.00,6814.25,6815.00,3284
4/13/2026,02:30:00,6815.00,6817.75,6810.25,6815.75,4703
4/13/2026,02:45:00,6816.00,6817.25,6813.00,6814.50,2435
4/13/2026,03:00:00,6814.75,6815.25,6810.50,6812.50,2583
4/13/2026,03:15:00,6812.25,6819.00,6812.00,6815.50,5103
4/13/2026,03:30:00,6815.25,6819.75,6813.75,6818.25,3876
4/13/2026,03:45:00,6818.25,6819.00,6810.00,6814.00,5274
4/13/2026,04:00:00,6813.75,6815.75,6812.00,6813.50,3160
4/13/2026,04:15:00,6813.25,6820.00,6813.25,6815.00,5814
4/13/2026,04:30:00,6815.00,6819.00,6814.50,6817.00,2742
4/13/2026,04:45:00,6817.00,6819.00,6814.00,6815.00,2107
4/13/2026,05:00:00,6815.00,6815.50,6812.25,6813.50,2155
4/13/2026,05:15:00,6813.75,6814.75,6812.00,6813.50,2310
4/13/2026,05:30:00,6813.25,6813.75,6811.25,6813.75,1774
4/13/2026,05:45:00,6813.75,6815.00,6811.00,6812.50,2072
4/13/2026,06:00:00,6812.50,6821.50,6811.75,6821.25,4643
4/13/2026,06:15:00,6821.50,6831.25,6820.00,6821.75,9649
4/13/2026,06:30:00,6822.00,6822.50,6814.50,6815.50,6052
4/13/2026,06:45:00,6815.50,6816.50,6807.25,6812.00,8365
4/13/2026,07:00:00,6812.00,6813.75,6804.00,6804.75,10122
4/13/2026,07:15:00,6805.00,6812.00,6802.50,6811.75,11952
4/13/2026,07:30:00,6811.50,6813.00,6809.75,6812.50,4500
4/13/2026,07:45:00,6812.50,6817.50,6811.25,6816.75,8648
4/13/2026,08:00:00,6816.50,6824.75,6816.25,6822.50,11916
4/13/2026,08:15:00,6822.75,6827.75,6821.75,6827.00,8952
4/13/2026,08:30:00,6827.00,6834.75,6824.50,6834.75,13298
4/13/2026,08:45:00,6834.75,6840.00,6826.50,6830.25,68508
4/13/2026,09:00:00,6830.25,6858.75,6827.75,6858.50,105287
4/13/2026,09:15:00,6858.25,6861.50,6849.50,6852.50,50023
4/13/2026,09:30:00,6852.25,6857.50,6845.00,6857.25,48916
4/13/2026,09:45:00,6857.25,6862.50,6854.25,6861.00,33676
4/13/2026,10:00:00,6861.25,6868.25,6856.25,6866.75,36726
4/13/2026,10:15:00,6866.75,6867.00,6857.75,6861.25,37560
4/13/2026,10:30:00,6861.50,6863.25,6856.00,6856.25,23963
4/13/2026,10:45:00,6856.50,6864.00,6853.50,6856.50,32437
4/13/2026,11:00:00,6856.50,6858.00,6854.25,6856.00,14998
4/13/2026,11:15:00,6856.00,6865.50,6851.25,6860.25,43878
4/13/2026,11:30:00,6860.25,6878.00,6858.50,6875.25,48329
4/13/2026,11:45:00,6875.50,6884.75,6868.25,6877.25,68199
4/13/2026,12:00:00,6877.25,6890.00,6876.25,6884.75,49529
4/13/2026,12:15:00,6884.75,6887.50,6882.25,6885.00,18197
4/13/2026,12:30:00,6885.25,6890.00,6884.25,6886.50,15409
4/13/2026,12:45:00,6886.50,6888.75,6882.50,6883.00,14312
4/13/2026,13:00:00,6883.00,6885.00,6880.25,6883.25,16549
4/13/2026,13:15:00,6883.25,6888.00,6883.25,6887.25,12415
4/13/2026,13:30:00,6887.25,6888.25,6884.00,6885.75,12056
4/13/2026,13:45:00,6885.75,6890.00,6884.50,6889.50,11344
4/13/2026,14:00:00,6889.50,6896.75,6889.50,6894.75,27210
4/13/2026,14:15:00,6894.50,6897.75,6892.00,6893.75,16210
4/13/2026,14:30:00,6893.75,6900.25,6893.25,6900.00,16793
4/13/2026,14:45:00,6899.75,6907.00,6898.25,6903.50,26137
4/13/2026,15:00:00,6903.50,6924.75,6899.50,6921.50,65169
4/13/2026,15:15:00,6921.25,6925.50,6919.25,6923.50,17588
4/13/2026,15:30:00,6923.25,6925.75,6921.50,6923.75,5951
4/13/2026,15:45:00,6923.50,6926.75,6923.25,6926.00,6948
4/13/2026,16:00:00,6925.75,6929.25,6925.75,6927.50,6136
4/13/2026,17:15:00,6925.25,6930.50,6923.50,6927.50,4831
4/13/2026,17:30:00,6927.50,6928.25,6925.75,6926.00,1528
4/13/2026,17:45:00,6925.75,6928.25,6925.50,6926.25,2198
4/13/2026,18:00:00,6926.25,6928.25,6925.00,6927.25,1773
4/13/2026,18:15:00,6927.50,6931.50,6925.75,6929.00,5460
4/13/2026,18:30:00,6929.25,6930.25,6927.75,6928.00,1412
4/13/2026,18:45:00,6928.00,6928.75,6926.75,6928.75,2089
4/13/2026,19:00:00,6928.25,6929.75,6925.00,6925.75,3010
4/13/2026,19:15:00,6925.50,6925.50,6920.50,6924.25,5543
4/13/2026,19:30:00,6924.00,6925.75,6922.00,6923.25,2921
4/13/2026,19:45:00,6923.00,6928.00,6923.00,6926.25,3376
4/13/2026,20:00:00,6926.50,6926.75,6924.50,6925.75,1640
4/13/2026,20:15:00,6925.75,6925.75,6922.25,6925.00,2106
4/13/2026,20:30:00,6925.00,6926.00,6923.50,6924.50,1485
4/13/2026,20:45:00,6924.25,6925.50,6922.50,6924.75,1736
4/13/2026,21:00:00,6925.00,6926.00,6923.50,6924.00,1183
4/13/2026,21:15:00,6923.75,6927.25,6923.00,6926.75,1797
4/13/2026,21:30:00,6926.75,6927.50,6924.75,6926.50,1255
4/13/2026,21:45:00,6926.50,6927.50,6925.00,6926.50,937
4/13/2026,22:00:00,6926.75,6926.75,6924.75,6925.75,675
4/13/2026,22:15:00,6925.50,6925.75,6923.00,6923.75,1616
4/13/2026,22:30:00,6923.75,6924.00,6922.25,6923.00,968
4/13/2026,22:45:00,6923.00,6923.50,6922.00,6923.25,907
4/13/2026,23:00:00,6923.00,6924.75,6922.50,6924.00,1505
4/13/2026,23:15:00,6924.00,6924.50,6923.50,6923.50,665
4/13/2026,23:30:00,6923.50,6925.75,6923.50,6924.75,1337
4/13/2026,23:45:00,6924.75,6925.00,6923.75,6924.25,620
4/14/2026,00:00:00,6924.25,6925.50,6924.00,6925.25,686
4/14/2026,00:15:00,6925.50,6925.50,6924.50,6925.25,682
4/14/2026,00:30:00,6925.50,6926.00,6923.25,6925.00,1053
4/14/2026,00:45:00,6924.75,6924.75,6921.25,6923.00,1219
4/14/2026,01:00:00,6922.50,6923.75,6921.75,6922.00,837
4/14/2026,01:15:00,6922.00,6922.75,6921.00,6921.50,1351
4/14/2026,01:30:00,6921.50,6924.00,6920.25,6923.25,1712
4/14/2026,01:45:00,6923.25,6927.50,6922.50,6926.25,2509
4/14/2026,02:00:00,6926.25,6926.50,6923.50,6926.00,1668
4/14/2026,02:15:00,6926.00,6936.50,6924.50,6933.75,10425
4/14/2026,02:30:00,6933.75,6936.00,6931.25,6933.75,3929
4/14/2026,02:45:00,6933.75,6938.25,6932.25,6933.50,4918
4/14/2026,03:00:00,6933.25,6935.00,6931.25,6933.25,2043
4/14/2026,03:15:00,6933.25,6937.00,6931.50,6935.25,3938
4/14/2026,03:30:00,6935.50,6937.25,6932.75,6937.00,2272
4/14/2026,03:45:00,6937.00,6939.00,6934.50,6937.75,3257
4/14/2026,04:00:00,6937.75,6940.50,6937.50,6940.00,2928
4/14/2026,04:15:00,6940.00,6942.25,6939.50,6941.00,3088
4/14/2026,04:30:00,6941.00,6941.75,6936.50,6937.00,2804
4/14/2026,04:45:00,6937.00,6937.00,6933.75,6934.50,3193
4/14/2026,05:00:00,6934.50,6934.75,6932.50,6933.25,3093
4/14/2026,05:15:00,6933.50,6936.75,6931.25,6935.75,3432
4/14/2026,05:30:00,6935.75,6937.25,6933.50,6935.25,3041
4/14/2026,05:45:00,6935.25,6936.50,6928.00,6928.75,6754
4/14/2026,06:00:00,6928.50,6932.00,6928.00,6929.25,3542
4/14/2026,06:15:00,6929.25,6933.00,6928.00,6931.50,3797
4/14/2026,06:30:00,6931.50,6937.00,6931.50,6936.25,4006
4/14/2026,06:45:00,6936.50,6937.50,6934.25,6935.50,2885
4/14/2026,07:00:00,6935.50,6945.25,6934.50,6939.00,13712
4/14/2026,07:15:00,6939.25,6944.75,6938.75,6940.50,8304
4/14/2026,07:30:00,6940.50,6949.00,6937.25,6943.25,8881
4/14/2026,07:45:00,6943.25,6949.75,6939.00,6940.75,9565
4/14/2026,08:00:00,6941.00,6941.25,6936.50,6940.00,6248
4/14/2026,08:15:00,6939.75,6941.50,6937.00,6940.25,6175
4/14/2026,08:30:00,6940.00,6942.75,6937.50,6937.75,9341
4/14/2026,08:45:00,6938.00,6961.25,6937.75,6960.00,75930
4/14/2026,09:00:00,6959.75,6960.25,6955.00,6956.50,38340
4/14/2026,09:15:00,6956.50,6971.00,6956.00,6970.75,51059
4/14/2026,09:30:00,6970.50,6972.25,6967.50,6971.75,37340
4/14/2026,09:45:00,6971.75,6975.75,6967.75,6970.50,36250
4/14/2026,10:00:00,6970.50,6979.00,6970.25,6977.25,29171
4/14/2026,10:15:00,6977.00,6977.75,6970.75,6971.50,27614
4/14/2026,10:30:00,6971.50,6986.75,6971.00,6985.00,38980
4/14/2026,10:45:00,6984.75,6993.75,6984.50,6990.25,29322
4/14/2026,11:00:00,6990.50,6995.25,6990.00,6990.50,25388
4/14/2026,11:15:00,6990.50,6993.75,6989.75,6992.25,15836
4/14/2026,11:30:00,6992.25,6999.25,6991.50,6998.00,21616
4/14/2026,11:45:00,6998.00,6999.50,6993.75,6997.00,19593
4/14/2026,12:00:00,6996.75,6998.50,6990.00,6991.25,20748
4/14/2026,12:15:00,6991.50,6995.75,6991.25,6994.00,17430
4/14/2026,12:30:00,6994.25,7002.50,6994.00,6999.50,23612
4/14/2026,12:45:00,6999.50,7003.25,6999.25,7002.00,13693
4/14/2026,13:00:00,7002.00,7002.75,6997.75,6999.25,12939
4/14/2026,13:15:00,6999.50,7001.50,6997.00,6997.25,14723
4/14/2026,13:30:00,6997.25,6997.75,6983.25,6988.00,44778
4/14/2026,13:45:00,6988.25,6994.00,6987.00,6988.00,22865
4/14/2026,14:00:00,6987.75,6990.00,6985.00,6989.50,17691
4/14/2026,14:15:00,6989.50,6999.75,6988.75,6997.00,27137
4/14/2026,14:30:00,6997.00,7005.00,6996.75,7004.75,21120
4/14/2026,14:45:00,7004.75,7008.25,6999.25,7002.75,31756
4/14/2026,15:00:00,7002.75,7006.75,6997.00,7006.25,44850
4/14/2026,15:15:00,7006.00,7007.25,7000.50,7003.00,15124
4/14/2026,15:30:00,7003.00,7005.50,7002.75,7005.50,4246
4/14/2026,15:45:00,7005.50,7006.00,7003.50,7005.00,4457
4/14/2026,16:00:00,7005.25,7006.25,7003.75,7004.00,5249
4/14/2026,17:15:00,7003.75,7008.50,7001.75,7006.75,6143
4/14/2026,17:30:00,7006.75,7009.25,7006.25,7006.75,2400
4/14/2026,17:45:00,7006.75,7007.75,7005.00,7007.00,2486
4/14/2026,18:00:00,7007.25,7007.75,7004.75,7005.25,1567
4/14/2026,18:15:00,7005.25,7008.00,7005.00,7006.50,1831
4/14/2026,18:30:00,7006.50,7008.50,7006.50,7007.75,1548
4/14/2026,18:45:00,7007.75,7012.00,7006.50,7010.00,6566
4/14/2026,19:00:00,7010.00,7013.75,7008.50,7008.75,5087
4/14/2026,19:15:00,7008.50,7009.75,7006.00,7008.25,4662
4/14/2026,19:30:00,7008.25,7009.50,7007.00,7008.50,2405
4/14/2026,19:45:00,7008.50,7009.00,7005.00,7005.50,2487
4/14/2026,20:00:00,7005.75,7009.75,7005.25,7008.75,2555
4/14/2026,20:15:00,7008.50,7012.50,7007.50,7012.25,3158
4/14/2026,20:30:00,7012.25,7012.75,7010.50,7011.50,2768
4/14/2026,20:45:00,7011.50,7012.00,7008.75,7011.00,2823
4/14/2026,21:00:00,7011.00,7012.50,7010.50,7011.25,1252
4/14/2026,21:15:00,7011.25,7011.50,7008.25,7009.25,2089
4/14/2026,21:30:00,7009.00,7009.75,7007.00,7007.00,1780
4/14/2026,21:45:00,7007.00,7007.25,7004.00,7005.50,4023
4/14/2026,22:00:00,7005.50,7006.50,7004.50,7004.75,1966
4/14/2026,22:15:00,7005.00,7006.50,7004.75,7005.25,1481
4/14/2026,22:30:00,7005.25,7006.50,7004.75,7005.75,1069
4/14/2026,22:45:00,7005.50,7008.25,7005.25,7008.25,2152
4/14/2026,23:00:00,7008.25,7011.25,7007.50,7009.75,2283
4/14/2026,23:15:00,7010.00,7010.75,7008.50,7010.00,1118
4/14/2026,23:30:00,7010.00,7010.75,7009.50,7010.25,969
4/14/2026,23:45:00,7010.50,7010.75,7009.25,7009.75,825
4/15/2026,00:00:00,7009.75,7009.75,7007.25,7007.75,1796
4/15/2026,00:15:00,7008.00,7017.25,7005.50,7008.50,8790
4/15/2026,00:30:00,7008.50,7009.00,7003.25,7004.75,3022
4/15/2026,00:45:00,7004.75,7005.00,7000.75,7001.75,3502
4/15/2026,01:00:00,7001.75,7004.25,7000.75,7004.00,2463
4/15/2026,01:15:00,7004.00,7006.50,7002.75,7003.75,2116
4/15/2026,01:30:00,7003.75,7006.50,7003.25,7006.50,1465
4/15/2026,01:45:00,7006.00,7008.00,7005.75,7007.25,2297
4/15/2026,02:00:00,7007.50,7007.50,7004.50,7005.25,1591
4/15/2026,02:15:00,7005.25,7006.00,7003.25,7005.50,2493
4/15/2026,02:30:00,7005.25,7005.50,7001.75,7002.25,2219
4/15/2026,02:45:00,7002.25,7005.50,7002.25,7004.50,1846
4/15/2026,03:00:00,7004.25,7007.00,6999.25,7005.50,5700
4/15/2026,03:15:00,7005.75,7007.50,7003.75,7005.25,2597
4/15/2026,03:30:00,7005.25,7008.25,7002.75,7007.50,3428
4/15/2026,03:45:00,7007.50,7009.25,7007.00,7007.25,2777
4/15/2026,04:00:00,7007.25,7010.50,7006.50,7008.75,2296
4/15/2026,04:15:00,7008.75,7010.25,6999.75,7002.50,8790
4/15/2026,04:30:00,7002.50,7004.75,7000.50,7002.00,3943
4/15/2026,04:45:00,7002.00,7003.25,6999.25,7000.50,2738
4/15/2026,05:00:00,7000.50,7002.50,7000.00,7000.25,2361
4/15/2026,05:15:00,7000.50,7005.25,6999.50,7002.00,4105
4/15/2026,05:30:00,7002.00,7002.25,6992.75,6995.00,12222
4/15/2026,05:45:00,6994.75,7002.00,6992.00,7001.50,9794
4/15/2026,06:00:00,7001.75,7004.75,6998.75,7001.75,6638
4/15/2026,06:15:00,7002.00,7006.00,7001.50,7005.25,5727
4/15/2026,06:30:00,7005.50,7006.25,7001.50,7003.25,4756
4/15/2026,06:45:00,7003.50,7008.00,7003.00,7004.75,5393
4/15/2026,07:00:00,7005.00,7018.75,7003.50,7009.25,15040
4/15/2026,07:15:00,7009.25,7011.00,7002.50,7005.00,10264
4/15/2026,07:30:00,7005.25,7007.50,7002.75,7004.75,4463
4/15/2026,07:45:00,7004.75,7012.25,7004.25,7010.75,5387
4/15/2026,08:00:00,7010.75,7011.00,7008.00,7008.50,3690
